Cap-shape,Cap-surface,Cap-color,Bruises?,Odor,Gill-attacment,Gill-spacing,Gill-size,Gill-color,Stalk-shape,Stalk-root,Stalk-surface-above-ring,Stalk-surface-below-ring,Stalk-color-above-ring,Stalk-color-below-ring,Veil-Type,Veil-Color,Ring-number,Ring-Type,Spore-print-color,Population,Habitat,Species
x,f,w,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,a,g,Agaricus campestris
x,f,n,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,n,v,d,Agaricus haemorrhoidarius
x,y,e,f,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p,Lepiota cristata
x,y,g,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,d,Agaricus meleagris
k,y,b,t,n,f,c,b,w,e,?,s,s,e,w,p,w,t,e,w,c,w,Lepiota americana
x,f,n,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,k,v,d,Agaricus haemorrhoidarius
x,y,y,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,y,g,Agaricus meleagris
x,s,n,f,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p,Lepiota cristata
x,y,e,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,n,v,d,Agaricus haemorrhoidarius
f,s,n,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,v,u,Agaricus californicus
k,f,g,f,n,f,w,b,p,e,?,s,k,w,w,p,w,t,p,w,s,g,Lepiota naucina
f,f,n,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,k,s,g,Agaricus campestris
f,y,y,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,d,Agaricus meleagris
f,y,n,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,k,v,d,Agaricus haemorrhoidarius
b,y,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,g,Agaricus arvensis
x,s,w,f,c,f,w,n,p,e,b,s,s,w,w,p,w,o,p,k,v,d,Agaricus hondensis
x,s,e,f,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l,Lepiota cristata
f,y,n,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,k,y,d,Agaricus haemorrhoidarius
x,y,n,f,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p,Lepiota cristata
x,y,g,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,k,v,d,Agaricus haemorrhoidarius
k,y,e,f,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p,Lepiota cristata
f,y,n,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,s,p,Agaricus augustus
x,s,g,f,c,f,c,n,p,e,b,s,s,w,w,p,w,o,p,k,s,d,Agaricus hondensis
f,f,e,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,k,v,d,Agaricus haemorrhoidarius
f,y,g,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,k,v,d,Agaricus haemorrhoidarius
x,y,y,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,g,Agaricus meleagris
x,s,w,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,n,v,u,Agaricus californicus
x,y,e,f,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d,Lepiota cristata
x,f,y,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,v,g,Agaricus meleagris
f,y,b,t,n,f,c,b,w,e,?,s,s,e,e,p,w,t,e,w,c,w,Lepiota americana
b,s,g,f,n,f,w,b,g,e,?,k,k,w,w,p,w,t,p,w,s,g,Lepiota naucina
b,y,y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g,Agaricus augustus
x,y,e,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,n,y,d,Agaricus haemorrhoidarius
f,s,b,t,n,f,c,b,g,e,b,s,s,w,w,p,w,t,p,h,v,g,Agaricus xanthodermus
f,f,n,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,n,y,d,Agaricus haemorrhoidarius
x,y,n,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,s,g,Agaricus augustus
k,s,n,f,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p,Lepiota cristata
f,y,n,f,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d,Lepiota cristata
f,y,n,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,n,v,d,Agaricus haemorrhoidarius
x,y,w,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,g,Agaricus arvensis
x,y,y,f,n,f,c,n,w,e,?,k,y,w,n,p,w,o,e,w,v,d,Lepiota clypeolaria
f,s,b,t,f,f,c,b,w,t,b,f,s,w,w,p,w,o,p,h,v,u,Agaricus xanthodermus
x,y,e,f,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d,Lepiota cristata
f,y,e,f,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,Lepiota cristata
k,s,e,f,s,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d,Lepiota cristata
f,s,n,f,n,a,c,b,n,e,?,s,s,o,o,p,o,o,p,n,c,l,Lepiota rubrotincta
x,f,y,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,y,g,Agaricus meleagris
x,s,w,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,n,s,g,Agaricus campestris
f,s,w,t,f,f,c,b,h,t,b,s,f,w,w,p,w,o,p,h,v,u,Agaricus xanthodermus
x,y,g,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,k,v,d,Agaricus haemorrhoidarius
x,f,e,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,k,y,d,Agaricus haemorrhoidarius
f,s,e,f,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d,Lepiota cristata
x,y,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,m,Agaricus arvensis
f,y,e,f,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l,Lepiota cristata
x,s,n,f,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,Lepiota cristata
k,y,n,f,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d,Lepiota cristata
f,y,w,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,s,u,Agaricus californicus
x,f,g,f,n,f,w,b,g,e,?,s,k,w,w,p,w,t,p,w,s,g,Lepiota naucina
x,f,y,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,g,Agaricus meleagris
f,f,g,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,n,s,g,Agaricus campestris
f,y,g,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,p,Agaricus meleagris
b,f,g,f,n,f,w,b,w,e,?,s,s,w,w,p,w,t,p,w,s,g,Lepiota naucina
f,f,n,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,v,d,Agaricus haemorrhoidarius
k,s,e,f,s,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,Lepiota cristata
k,s,e,f,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p,Lepiota cristata
k,s,n,t,n,f,c,b,e,e,?,s,s,e,e,p,w,t,e,w,c,w,Lepiota americana
x,s,e,f,f,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d,Lepiota cristata
x,y,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,g,Agaricus augustus
x,f,n,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,n,a,g,Agaricus campestris
f,f,y,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,y,p,Agaricus meleagris
x,s,n,f,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p,Lepiota cristata
f,f,g,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,k,y,d,Agaricus haemorrhoidarius
k,f,g,f,n,f,w,b,w,e,?,k,s,w,w,p,w,t,p,w,s,g,Lepiota naucina
f,y,e,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,n,y,d,Agaricus haemorrhoidarius
k,y,y,f,n,f,c,n,w,e,?,k,y,w,n,p,w,o,e,w,v,d,Lepiota clypeolaria
f,y,n,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p,Lepiota cristata
f,s,n,f,f,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p,Lepiota cristata
b,y,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,g,Agaricus arvensis
f,s,n,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,s,g,Agaricus campestris
x,f,n,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,k,y,d,Agaricus haemorrhoidarius
x,f,g,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,p,Agaricus meleagris
x,s,n,f,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d,Lepiota cristata
b,f,w,f,n,f,w,b,w,e,?,s,k,w,w,p,w,t,p,w,s,g,Lepiota naucina
f,y,g,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,k,v,d,Agaricus haemorrhoidarius
k,f,g,f,n,f,c,n,g,e,e,s,s,w,w,p,w,o,p,n,y,u,Agaricus bitorquis
x,y,n,f,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,Lepiota cristata
x,s,y,t,l,f,w,n,n,t,b,s,s,w,w,p,w,o,p,n,v,d,Agaricus abruptibulbus
f,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,o,o,p,y,c,l,Lepiota rubrotincta
x,s,w,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,n,a,g,Agaricus campestris
b,s,w,f,n,f,w,b,w,e,?,k,k,w,w,p,w,t,p,w,n,g,Lepiota naucina
k,s,n,f,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,Lepiota cristata
x,f,w,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,k,a,g,Agaricus campestris
f,y,y,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,p,Agaricus meleagris
f,f,e,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,n,y,d,Agaricus haemorrhoidarius
f,f,g,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,p,Agaricus meleagris
f,y,n,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,n,v,d,Agaricus haemorrhoidarius
f,y,g,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,d,Agaricus meleagris
x,y,y,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,v,g,Agaricus meleagris
k,y,e,f,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p,Lepiota cristata
x,y,e,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,k,y,d,Agaricus haemorrhoidarius
f,f,g,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,k,y,d,Agaricus haemorrhoidarius
x,s,n,f,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l,Lepiota cristata
f,y,g,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,n,v,d,Agaricus haemorrhoidarius
x,s,w,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,v,u,Agaricus californicus
x,y,g,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,n,y,d,Agaricus haemorrhoidarius
k,f,w,f,n,f,w,b,p,e,?,s,s,w,w,p,w,t,p,w,s,g,Lepiota naucina
x,s,n,f,f,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d,Lepiota cristata
x,s,n,f,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p,Lepiota cristata
x,s,n,f,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d,Lepiota cristata
x,f,y,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,p,Agaricus meleagris
x,f,g,f,c,f,c,n,g,e,b,s,s,w,w,p,w,o,p,n,v,d,Agaricus hondensis
f,f,g,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,y,p,Agaricus meleagris
x,f,n,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,a,g,Agaricus campestris
f,y,e,t,n,f,c,b,e,e,?,s,s,w,w,p,w,t,e,w,c,w,Lepiota americana
f,f,g,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,v,d,Agaricus meleagris
x,f,p,f,c,f,w,n,g,e,b,s,s,w,w,p,w,o,p,k,s,d,Agaricus hondensis
b,s,w,f,n,f,w,b,w,e,?,s,k,w,w,p,w,t,p,w,s,g,Lepiota naucina
f,f,g,f,n,f,c,n,g,e,e,s,s,w,w,p,w,o,p,n,y,u,Agaricus bitorquis
f,s,e,f,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p,Lepiota cristata
f,f,n,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,n,v,d,Agaricus haemorrhoidarius
x,f,e,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,k,y,d,Agaricus haemorrhoidarius
x,y,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,g,Agaricus arvensis
x,y,n,f,f,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p,Lepiota cristata
x,y,y,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,g,Agaricus arvensis
x,y,n,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,k,y,d,Agaricus haemorrhoidarius
x,f,w,f,n,f,w,b,p,e,?,s,k,w,w,p,w,t,p,w,n,g,Lepiota naucina
x,f,g,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,k,s,g,Agaricus campestris
f,y,n,f,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l,Lepiota cristata
f,y,g,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,g,Agaricus meleagris
x,s,e,f,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d,Lepiota cristata
f,s,e,f,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l,Lepiota cristata
x,y,e,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,k,y,d,Agaricus haemorrhoidarius
f,f,g,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,g,Agaricus meleagris
x,f,g,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,k,a,g,Agaricus campestris
x,s,w,f,c,f,c,n,g,e,b,s,s,w,w,p,w,o,p,k,s,d,Agaricus hondensis
x,f,g,t,p,f,c,n,p,e,?,s,s,w,w,p,w,o,p,n,y,u,Agaricus bitorquis
x,f,w,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,k,a,g,Agaricus campestris
f,s,e,f,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p,Lepiota cristata
x,f,g,f,c,f,w,n,p,e,b,s,s,w,w,p,w,o,p,n,s,d,Agaricus hondensis
x,y,g,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,g,Agaricus meleagris
k,s,n,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d,Lepiota cristata
f,y,g,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,d,Agaricus meleagris
f,y,n,f,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d,Lepiota cristata
k,y,n,f,f,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l,Lepiota cristata
x,y,n,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,y,p,Agaricus augustus
x,s,w,t,f,f,c,b,h,t,b,f,f,w,w,p,w,o,p,h,s,u,Agaricus xanthodermus
x,y,e,f,m,f,c,b,w,e,c,k,y,c,c,p,w,o,n,w,c,d,Lepiota josserandi
x,f,n,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,k,s,g,Agaricus campestris
k,y,e,t,n,f,c,b,e,e,?,s,s,w,e,p,w,t,e,w,c,w,Lepiota americana
k,f,g,f,n,f,w,b,w,e,?,k,k,w,w,p,w,t,p,w,s,g,Lepiota naucina
f,f,e,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,k,v,d,Agaricus haemorrhoidarius
k,f,g,f,n,f,w,b,w,e,?,s,k,w,w,p,w,t,p,w,n,g,Lepiota naucina
x,s,n,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p,Lepiota cristata
x,s,w,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,m,Agaricus arvensis
f,y,g,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,p,Agaricus meleagris
x,f,w,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,k,s,g,Agaricus campestris
f,y,n,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,k,y,d,Agaricus haemorrhoidarius
f,f,n,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,n,s,g,Agaricus campestris
x,f,n,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,k,v,d,Agaricus haemorrhoidarius
f,f,g,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,y,d,Agaricus haemorrhoidarius
f,f,g,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,p,Agaricus meleagris
f,f,n,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,n,v,d,Agaricus haemorrhoidarius
x,f,n,f,n,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,v,u,Agaricus bitorquis
b,y,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,n,g,Agaricus arvensis
f,y,e,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,k,v,d,Agaricus haemorrhoidarius
f,f,g,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,d,Agaricus meleagris
f,y,n,f,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p,Lepiota cristata
f,s,n,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,s,g,Agaricus californicus
x,y,n,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,n,y,d,Agaricus haemorrhoidarius
x,f,g,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,k,v,d,Agaricus haemorrhoidarius
k,y,e,f,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l,Lepiota cristata
x,f,e,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,n,y,d,Agaricus haemorrhoidarius
f,y,w,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,s,u,Agaricus californicus
f,s,e,f,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d,Lepiota cristata
b,y,e,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,v,g,Agaricus xanthodermus
f,s,w,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,s,u,Agaricus californicus
f,f,g,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,y,d,Agaricus meleagris
x,f,n,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,k,y,d,Agaricus haemorrhoidarius
x,y,e,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,n,v,d,Agaricus haemorrhoidarius
f,f,y,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,d,Agaricus meleagris
f,y,n,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,n,v,d,Agaricus haemorrhoidarius
k,y,n,f,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p,Lepiota cristata
x,s,w,f,c,f,c,n,p,e,b,s,s,w,w,p,w,o,p,n,s,d,Agaricus hondensis
x,s,g,t,f,f,c,b,p,t,b,s,f,w,w,p,w,o,p,h,s,u,Agaricus xanthodermus
b,f,w,f,n,f,w,b,g,e,?,k,s,w,w,p,w,t,p,w,s,g,Lepiota naucina
x,y,e,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,n,y,d,Agaricus haemorrhoidarius
x,y,e,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,n,v,d,Agaricus haemorrhoidarius
f,s,g,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,n,a,g,Agaricus campestris
x,f,g,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,g,Agaricus meleagris
x,f,g,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,k,v,d,Agaricus haemorrhoidarius
x,f,y,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,v,p,Agaricus meleagris
f,f,g,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,v,p,Agaricus meleagris
x,f,g,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,g,Agaricus meleagris
x,f,w,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,n,s,g,Agaricus campestris
k,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,o,o,p,b,v,l,Lepiota rubrotincta
b,y,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,m,Agaricus arvensis
k,y,n,f,s,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d,Lepiota cristata
x,f,g,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,n,y,d,Agaricus haemorrhoidarius
x,s,n,f,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,Lepiota cristata
f,y,n,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l,Lepiota cristata
f,y,b,t,n,f,c,b,w,e,?,s,s,e,e,p,w,t,e,w,c,w,Lepiota americana
f,f,g,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,k,v,d,Agaricus haemorrhoidarius
k,s,e,t,n,f,c,b,w,e,?,s,s,e,w,p,w,t,e,w,c,w,Lepiota americana
f,f,y,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,v,g,Agaricus meleagris
x,s,n,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,Lepiota cristata
x,y,n,f,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p,Lepiota cristata
x,y,n,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,k,v,d,Agaricus haemorrhoidarius
x,y,y,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,d,Agaricus meleagris
x,s,n,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,s,g,Agaricus californicus
x,s,g,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,k,a,g,Agaricus campestris
x,y,n,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,s,p,Agaricus augustus
k,s,e,f,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,Lepiota cristata
x,y,g,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,d,Agaricus meleagris
f,f,w,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,n,s,g,Agaricus campestris
x,s,e,f,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l,Lepiota cristata
f,f,g,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,p,Agaricus meleagris
x,s,e,f,s,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d,Lepiota cristata
f,y,n,f,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p,Lepiota cristata
b,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,n,o,p,y,c,l,Lepiota rubrotincta
f,s,w,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,a,g,Agaricus campestris
x,s,e,f,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p,Lepiota cristata
x,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,o,o,p,b,v,l,Lepiota rubrotincta
b,s,w,f,n,f,w,b,g,e,?,s,s,w,w,p,w,t,p,w,s,g,Lepiota naucina
b,y,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,m,Agaricus arvensis
x,y,e,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,k,y,d,Agaricus haemorrhoidarius
x,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,o,o,p,b,v,l,Lepiota rubrotincta
f,s,g,t,f,f,c,b,h,t,b,f,s,w,w,p,w,o,p,h,v,u,Agaricus xanthodermus
b,y,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,m,Agaricus arvensis
x,y,g,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,p,Agaricus meleagris
x,y,n,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,n,v,d,Agaricus haemorrhoidarius
x,s,g,t,f,f,c,b,h,t,b,s,f,w,w,p,w,o,p,h,s,g,Agaricus xanthodermus
k,s,n,f,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l,Lepiota cristata
f,f,n,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,n,v,d,Agaricus haemorrhoidarius
f,y,y,t,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,s,g,Agaricus augustus
x,f,n,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,k,y,d,Agaricus haemorrhoidarius
f,y,y,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,p,Agaricus meleagris
x,f,y,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,v,g,Agaricus meleagris
x,y,w,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g,Agaricus arvensis
f,f,n,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,k,y,d,Agaricus haemorrhoidarius
f,f,g,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,k,s,g,Agaricus campestris
x,s,g,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,n,s,g,Agaricus campestris
b,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,o,o,p,y,c,l,Lepiota rubrotincta
x,s,w,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,v,u,Agaricus californicus
b,s,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,g,Agaricus arvensis
f,y,e,f,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p,Lepiota cristata
b,s,g,f,n,f,w,b,w,e,?,s,s,w,w,p,w,t,p,w,s,g,Lepiota naucina
f,f,g,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,v,p,Agaricus meleagris
x,f,y,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,v,d,Agaricus meleagris
f,f,g,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,v,p,Agaricus meleagris
x,s,w,f,c,f,w,n,n,e,b,s,s,w,w,p,w,o,p,k,v,d,Agaricus hondensis
f,y,n,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,s,p,Agaricus augustus
x,y,e,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,Lepiota cristata
